0	36.9	275	273	292	277	267	313	305	321	304	306	245
15	36.9	210	265	200	204	275	222	244	233	202	259	262
30	37.1	237	264	235	239	275	240	258	247	262	201	256
45	37.3	308	268	243	260	242	225	248	309	245	221	218
60	37	206	214	249	233	211	229	290	260	252	292	253
75	36.9	272	277	259	238	224	238	210	280	251	277	269
90	37.3	253	215	217	276	249	256	251	236	235	200	272
105	37.3	311	245	339	245	263	242	255	224	246	223	282
120	37	252	250	250	218	246	223	235	237	167	217	205
135	36.9	257	227	227	247	245	251	225	232	235	220	234
150	37	202	223	241	264	246	282	249	246	231	209	259
165	37	268	261	248	239	180	212	233	259	234	239	251
180	37	254	281	255	307	203	245	228	259	198	187	188
195	36.9	224	247	219	231	261	230	216	241	240	221	231
210	37	285	243	228	225	241	289	228	211	224	202	269
254	37.1	1838	1795	1930	2340	2595	2560	1525	1482	1598	888	931
266.1	36.9	2218	2241	2245	2901	3019	2989	1740	1594	1666	957	955
278.3	37	2260	2225	2444	3512	3329	3496	1879	1777	1720	827	821
290.5	37	2369	2424	2431	3065	3365	3562	1741	1769	2026	829	886
302.7	37.3	2605	2488	2552	3365	3696	3704	1889	1780	1759	927	851
314.8	37.3	2456	2452	2417	3492	3819	3776	1838	1849	1953	892	952
327	36.9	2511	2541	2545	3823	3685	3785	2005	1887	1897	895	825
339.2	37	2561	2540	2512	3607	3820	3586	1898	1933	1821	836	948
351.3	36.9	2489	2532	2576	3601	3689	3752	2004	1844	1954	899	715
363.5	37.2	2457	2686	2578	3761	3913	3839	1990	1752	1874	982	1005
375.7	37.1	2483	2353	2651	3857	3992	3764	1859	1914	1817	824	934
390	37.1	2550	2488	2747	3767	3846	3863	1938	1869	1664	806	801
405	36.9	2578	2475	2620	3666	3894	3778	1943	1870	1981	792	895
420	36.8	2552	2431	2625	3708	3778	3841	1794	2050	1850	832	830
435	37.3	2498	2466	2445	3630	3924	3839	1815	1818	1961	751	836
450	37.4	2549	2393	2405	3664	3871	3686	1960	1754	1728	859	909
465	37	2433	2489	2400	3628	3737	3805	1633	1782	1810	881	828
480	37	2362	2493	2524	3831	3770	3865	1819	1867	1819	850	824
495	37	2561	2499	2302	3628	3699	3497	1746	1747	1730	839	800
510	37.2	2436	2568	2331	3393	3417	3751	1781	1777	1688	817	752
