0	36.8	333	287	320	313	320	307	389	322	286	252	267
15	37.1	269	242	234	212	235	224	274	227	217	243	235
30	37	290	253	229	260	240	185	244	232	316	295	234
45	37.4	261	268	270	229	254	263	271	210	291	225	319
60	37.3	264	251	231	244	266	194	206	255	255	273	274
75	37	240	274	224	214	239	259	280	255	246	279	272
90	37.1	231	268	292	215	287	257	247	243	237	227	227
105	37	217	203	223	238	244	210	251	251	252	252	195
120	37.1	222	259	218	201	280	239	227	236	282	240	258
135	37.1	253	241	270	238	264	228	310	256	281	191	216
150	36.9	203	234	245	287	246	316	272	242	302	251	214
165	37	226	254	232	285	247	195	206	181	269	167	251
180	37.2	269	262	263	259	248	274	252	259	238	287	240
195	37.1	290	236	240	256	251	257	298	271	263	250	234
210	37.1	264	317	307	269	308	281	302	279	284	269	233
225	37.1	246	232	331	245	297	251	254	301	248	265	266
240	36.9	269	262	302	306	257	298	305	324	260	287	261
274.1	37.1	2528	2729	2836	3653	3631	3685	2339	2402	2315	1512	1545
286.1	37	2913	3109	3231	4104	4309	4241	2509	2583	2566	1579	1606
298.2	37	3318	3344	3350	4627	4503	4544	2504	2617	2750	1541	1606
310.2	36.9	3318	3536	3493	4630	4654	4718	2729	2925	2777	1674	1695
322.2	37.2	3311	3359	3594	4722	4756	4830	2641	2749	2609	1614	1560
334.2	37.1	3457	3659	3564	4937	5011	4799	2729	2752	3089	1606	1621
346.2	37.3	3613	3584	3612	4855	4843	4753	2729	2753	3153	1598	1675
360	37	3545	3809	3535	4730	5002	5134	2908	2892	2739	1668	1645
375	37	3626	3633	3703	4953	4949	5132	2776	2998	2996	1701	1693
390	36.9	3406	3745	3684	5005	5088	5025	2656	2926	2931	1701	1789
405	37	3544	3759	3630	5178	4996	5059	3038	2909	3027	1746	1621
420	37.1	3448	3909	3765	5022	4976	5088	2960	2896	2992	1662	1593
435	37.4	3730	3857	3909	5055	5096	5161	2909	2899	2917	1861	1798
450	36.9	3707	3820	3607	5054	5412	5016	2966	2969	2865	1778	1508
465	36.8	3554	3699	3853	4968	5265	4987	2876	2775	2730	1841	1644
480	37.1	3443	3732	3424	5030	5023	5156	2863	2863	2906	1679	1614
495	37	3663	3647	3840	4973	5176	4978	2783	2932	2773	1636	1600
510	37.3	3619	3800	3646	4940	5270	4950	2927	2764	2840	1643	1707
525	37.1	3608	3542	3643	5251	4999	5316	2668	2761	2810	1644	1520
540	37.1	3444	3581	3512	4816	5157	5136	2742	2713	2823	1654	1588
555	37.1	3712	3709	3666	5052	5071	5226	2721	2852	2568	1677	1522
570	37.5	3651	3459	3431	4836	4934	4807	2697	2833	2821	1786	1616
585	37.1	3243	3631	3562	5157	5396	5177	2760	2845	2888	1573	1483
600	37.3	3469	3639	3713	4876	5328	5059	2657	2705	2751	1542	1432
615	37.1	3747	3484	3487	4779	4874	5055	2560	2729	2766	1543	1511
630	37	3572	3386	3619	4993	4942	4918	2685	2772	2713	1592	1459
