0	36.9	294	253	323	313	304	263	247	276	254	202	281
15	37	207	208	279	218	273	237	269	237	243	289	194
30	37.4	286	229	225	246	246	272	265	253	347	275	247
45	37.1	275	217	243	224	243	287	235	225	252	235	259
60	37	273	255	257	220	221	236	192	243	221	211	202
75	36.8	250	257	227	271	293	214	234	195	227	257	262
90	37	314	202	202	296	204	225	208	254	257	201	224
105	37	339	279	212	304	320	299	272	324	281	259	274
120	37.1	305	260	285	280	241	343	290	310	255	271	296
135	37	236	289	246	285	270	305	252	306	293	328	270
150	37.1	280	257	296	253	238	299	275	286	231	254	295
165	37	293	224	261	280	217	302	250	239	287	316	288
180	37.1	296	257	278	277	230	297	240	202	265	251	261
195	37.3	250	263	241	297	337	272	274	262	279	273	249
210	36.9	265	287	276	295	268	276	257	259	281	290	248
225	36.9	238	254	226	248	285	284	268	226	257	223	282
272.3	37	2256	2317	2373	3016	3042	3109	1938	1865	1940	1148	1153
285.7	36.9	2587	2547	2930	3724	3644	3603	2091	1966	2188	1095	1160
297.8	37.1	2965	2725	2940	3879	3827	3966	2127	2103	2277	1204	1289
309.9	37.1	2901	2883	2781	4068	4287	4110	2424	2034	2141	1184	1215
322	37.1	2985	3042	2932	4117	4291	4105	2231	2139	2147	1098	1257
334.1	37.2	3142	2875	3003	4338	4183	4551	2188	2270	2276	1237	1208
346.1	37	3058	2951	3063	4154	4218	4401	2416	2155	2342	1208	1149
358.2	37	3283	2905	3171	4394	4388	4440	2449	2337	2159	1144	1257
370.3	36.9	2863	3145	3256	4230	4359	4399	2185	2348	2253	1109	1041
382.4	37	3039	3045	3133	4211	4423	4262	2346	2276	2473	1161	1209
394.5	37.1	3091	3150	3202	4353	4526	4394	2377	2287	2157	1229	1185
406.6	37	3102	3025	3057	4327	4600	4204	2290	2284	2377	1166	1151
420	37	3187	2893	3022	4406	4602	4394	2380	2326	2257	1140	1039
435	36.9	3211	3274	2995	4319	4410	4374	2123	2314	2287	1109	1119
450	36.9	2995	3079	3178	4335	4548	4566	2240	2197	2267	1072	1109
465	37.4	3037	3153	3108	4243	4489	4501	2133	2319	2233	1163	1064
480	37	3172	3066	3103	4322	4430	4381	2255	2243	2425	1103	1010
495	37.1	3063	2965	3173	4325	4518	4201	2187	2264	2215	1126	1025
510	37	2995	2883	3102	4378	4204	4390	2132	2259	2152	1065	1025
525	36.9	3020	3068	3057	4331	4481	4222	2106	2252	2071	1194	1105
540	37.2	3061	3008	2891	4125	4252	4362	2133	2081	2125	1092	1028
555	37.3	2858	2950	2896	4294	4394	4303	2128	2078	2003	988	936
570	37.1	2738	2968	2924	4313	4598	4244	2084	2195	2119	987	1079
585	36.8	2658	2857	2975	4253	4234	4344	2125	2055	2176	1019	1049
600	36.9	2832	2836	2952	4106	4411	4016	2173	1960	2067	976	1042
615	37.1	2774	2919	3113	4352	4228	4194	2056	1880	1993	1059	1012
630	37	2858	2743	2938	4277	4269	4333	2062	2114	2042	1050	972
645	37.1	2750	2835	2960	3864	4064	4026	2005	1999	2022	1032	1043
660	37	2891	2865	2905	4065	4121	3966	1989	2074	1941	1110	1067
675	37.1	2691	2936	2925	4024	3860	4050	2027	1995	2141	956	957
690	37.1	2818	2680	2971	4037	4234	3878	2024	1958	2070	944	951
705	37.4	2660	2632	2842	3988	4236	3803	1954	1973	1877	947	952
720	37	2692	2798	2864	3937	4121	3998	2117	2043	1889	914	950
735	36.9	2681	2757	2658	3969	3956	3933	2120	1881	1831	1027	944
750	37	2766	2639	2771	3863	4007	3876	1743	1866	1969	1057	867
765	37	2650	2678	2862	3983	3843	3818	1741	1937	1908	864	956
780	37	2605	2589	2852	4022	3809	3900	1821	1734	1779	918	1001
795	37.1	2576	2712	2639	3699	3710	3832	1885	1878	1772	941	934
810	37.1	2595	2470	2671	3853	3699	3660	1836	1760	1956	1073	934
